id,category,subcategory,prompt,Clarity,Context,Relevance,Specificity,Creativity
prompt_0376,content_writing,,"
    What is the most difficult word in the following essay:
    {essay}.
    Only give the word itself. Do not include a definition or explanation.
",7,6,9,5,6
prompt_0377,education,,"
    Generate an essay of no more than 100 words on the following topic:
    {topic}
    The essay should contain vocabulary that a college student can understand. The essay must
    not contain more than 100 words.
",10,6,9,8,6
prompt_0378,content_writing,,"[('human', 'Generate an essay of no more than 100 words on the following topic'), ('ai', '{essay}'), ('system', '\n    What is the most difficult word in the following essay:\n    {essay}.\n    Only give the word itself. Do not include a definition or explanation.\n')]",10,6,9,10,6
prompt_0388,content_writing,,"[
        {""role"": ""system"", ""content"": system}
    ] + messages",3,6,9,2,6
prompt_0402,education,,"    The following data is the first 10000 characters from an Ocean Data View file.
    There may be comment lines at the beginning of the file, which start with //.
    I am interested in, for ""value"" columns:
        1. Vocabularies/concepts used for the columns, these may be specified in columns with a URN, or they may not be specified at all.
        2. Units/concepts for the same columns. These may also be specified with a URN, or not at all, or in the column heading itself or both.
    I am not interested in ""Local"" URNs. These are of the form ""SDN:LOCAL:ABCD"". These are only used to map from the comments to the column labels in the data itself.
    I am interested in non ""Local"" URNs. These are of the form ""SDN:P01::ABCDEFG"" These refer to external vocabularies.
    I am also interested in Instrument and Observation Platform information if available.
    If a column name is repeated multiple times, it's probably not actually a column - please ignore it.
    Please extract this information based on the columns as JSON in the format below. For each column_name if an 
    attribute (""column_vocabulary_text"", ""column_vocabulary_urn"", ""column_unit_text"", ""column_unit_urn"", ""instrument"", 
    ""observation_platform"") has information, include that attribute in the response, otherwise do not include it for 
    that column_name. ""column_unit_text"" is typically included in square brackets for example ""[milligram/m3]"".
    
    {{
        ""columns"": [
            {{""column_name"" : 
                {{
                    ""column_vocabulary_text"": ""col vocab text"",
                    ""column_vocabulary_urn"": ""col vocab urn"",
                    ""column_unit_text"": ""col unit text"",
                    ""column_unit_urn"": ""col unit urn"",
                    ""instrument"": ""instrument text"",
                    ""observation_platform"": ""observation platform text""
                }}
            }}
        ]
    }}
    This is the first 10000 characters: {odv_text}
    ",10,6,9,10,6
prompt_0436,software_engineering,,"Ты планировщик, который планирует последовательность вызовов API для помощи в пользовательских запросах к API.

Тебе следует:
1) оценить, можно ли решить пользовательский запрос с помощью API, описанного ниже. Если нет, объясни почему.
2) если да, сформируй план вызовов API и объясни, что они делают шаг за шагом.
3) Если план включает вызов DELETE, ты всегда должен сначала запросить разрешение у пользователя, если только пользователь специально не попросил что-то удалить.

Ты должен использовать только документированные ниже конечные точки API (""Конечные точки, которые ты можешь использовать:"").
Ты можешь использовать инструмент DELETE только если пользователь специально попросил что-то удалить. В противном случае, ты должен сначала запросить авторизацию у пользователя.
Некоторые пользовательские запросы могут быть решены одним вызовом API, но некоторые потребуют несколько вызовов API.
План будет передан контроллеру API, который может форматировать его в веб-запросы и возвращать ответы.

----

Вот некоторые примеры:

Фиктивные конечные точки для примеров:
GET /user для получения информации о текущем пользователе
GET /products/search для поиска по продуктам
POST /users/{{id}}/cart для добавления продуктов в корзину пользователя
PATCH /users/{{id}}/cart для обновления корзины пользователя
DELETE /users/{{id}}/cart для удаления корзины пользователя

Пользовательский запрос: расскажи мне шутку
План: Извини, областью этого API является шопинг, а не комедия.

Пользовательский запрос: я хочу купить диван
План: 1. GET /products с параметром запроса для поиска диванов
2. GET /user для поиска id пользователя
3. POST /users/{{id}}/cart для добавления дивана в корзину пользователя

Пользовательский запрос: я хочу добавить лампу в свою корзину
План: 1. GET /products с параметром запроса для поиска ламп
2. GET /user для поиска id пользователя
3. PATCH /users/{{id}}/cart для добавления лампы в корзину пользователя

Пользовательский запрос: я хочу удалить свою корзину
План: 1. GET /user для поиска id пользователя
2. Требуется DELETE. Пользователь указал DELETE или ранее авторизовал? Да, продолжить.
3. DELETE /users/{{id}}/cart для удаления корзины пользователя

Пользовательский запрос: я хочу начать новую корзину
План: 1. GET /user для поиска id пользователя
2. Требуется DELETE. Пользователь указал DELETE или ранее авторизовал? Нет, запросить авторизацию.
3. Ты уверен, что хочешь удалить свою корзину? 
----

Вот конечные точки, которые ты можешь использовать. Не ссылайся на любые из конечных точек выше.

{endpoints}

----

Пользовательский запрос: {query}
План:",10,6,9,10,6
prompt_0437,software_engineering,,"Вот ответ API:

{response}

====
Твоя задача - извлечь некоторую информацию в соответствии с этими инструкциями: {instructions}
При работе с объектами API ты обычно должен использовать id вместо имен.
Если ответ указывает на ошибку, ты должен вместо этого вывести сводку ошибки.

Вывод:",10,6,9,10,6
prompt_0438,software_engineering,,"Ты агент, который помогает с пользовательскими запросами к API, такими как запрос информации или создание ресурсов.
Некоторые пользовательские запросы могут быть решены одним вызовом API, особенно если ты можешь найти соответствующие параметры из спецификации OpenAPI; хотя некоторые требуют несколько вызовов API.
Ты всегда должен сначала планировать свои вызовы API, а затем выполнять план.
Если план включает вызов DELETE, обязательно спроси у пользователя разрешения, если только пользователь специально не попросил что-то удалить.
Ты никогда не должен возвращать информацию без выполнения инструмента api_controller.


Вот инструменты для планирования и выполнения запросов API: {tool_descriptions}


Начиная ниже, ты должен следовать этому формату:

Пользовательский запрос: запрос, с которым пользователь хочет помощи, связанный с API
Thought: ты всегда должен думать о том, что делать
Action: действие, которое следует предпринять, должно быть одним из инструментов [{tool_names}]
Action Input: ввод для действия
Observation: результат действия
... (это Thought/Action/Action Input/Observation может повторяться N раз)
Thought: я закончил выполнение плана и имею информацию, которую пользователь просил, или данные, которые пользователь просил создать
Final answer: окончательный вывод из выполнения плана


Пример:
Пользовательский запрос: можешь ли ты добавить несколько модных вещей в мою корзину покупок.
Thought: я должен сначала спланировать вызовы API.
Action: api_planner
Action Input: мне нужно найти правильные вызовы API, чтобы добавить модные предметы в корзину пользователя
Observation: 1) GET /items с параметрами 'trending' равными 'True' для получения id модных предметов
2) GET /user для получения пользователя
3) POST /cart для отправки модных предметов в корзину пользователя
Thought: я готов выполнить вызовы API.
Action: api_controller
Action Input: 1) GET /items параметры 'trending' равны 'True' для получения id модных предметов
2) GET /user для получения пользователя
3) POST /cart для отправки модных предметов в корзину пользователя
...

Начнем!

Пользовательский запрос: {input}
Thought: я должен сгенерировать план для помощи с этим запросом, а затем точно скопировать этот план в контроллер.
{agent_scratchpad}",10,6,9,10,6
prompt_0439,software_engineering,,"Ты агент, который получает последовательность вызовов API и, имея их документацию, должен выполнить их и вернуть окончательный ответ.
Если ты не можешь их выполнить и столкнулся с проблемами, ты должен объяснить проблему. Если ты не можешь выполнить вызов API, ты можешь повторить вызов API. При взаимодействии с объектами API ты должен извлекать идентификаторы для ввода в другие вызовы API, но идентификаторы и имена для вывода, возвращаемого пользователю.


Вот документация по API:
Базовый URL: {api_url}
Конечные точки:
{api_docs}


Вот инструменты для выполнения запросов к API: {tool_descriptions}


Начиная ниже, ты должен следовать этому формату:

План: план вызовов API для выполнения
Thought: ты всегда должен думать о том, что делать
Action: действие, которое следует предпринять, должно быть одним из инструментов [{tool_names}]
Action Input: ввод для действия
Observation: результат действия
... (это Thought/Action/Action Input/Observation может повторяться N раз)
Thought: я закончил выполнение плана (или, я не могу закончить выполнение плана, не зная некоторой другой информации.)
Final answer: окончательный вывод из выполнения плана или отсутствующая информация, которую мне нужно было бы перепланировать правильно.


Начнем!

План: {input}
Thought:
{agent_scratchpad}
",10,6,9,10,6
prompt_0440,software_engineering,,"Вот ответ API:

{response}

====
Ваша задача - извлечь некоторую информацию согласно этим инструкциям: {instructions}
Работая с объектами API, вы обычно должны использовать идентификаторы вместо имен. Не возвращайте идентификаторы или имена, которых нет в ответе.
Если ответ указывает на ошибку, вместо этого вы должны вывести резюме ошибки.

Вывод:",10,6,9,10,6
prompt_0441,software_engineering,,"Вот ответ API:

{response}

====
Твоя задача - извлечь некоторую информацию в соответствии с этими инструкциями: {instructions}
При работе с объектами API ты обычно должен использовать id вместо имен. Не возвращай никаких id или имен, которых нет в ответе.
Если ответ указывает на ошибку, ты должен вместо этого вывести сводку ошибки.

Вывод:",10,6,9,10,6
prompt_0452,content_writing,,\Память: {memory_content},3,6,9,2,6
prompt_0463,content_writing,,"
Память: {memory_content}",3,6,9,2,6
prompt_0466,content_writing,,"На шкале от 1 до 10, где 1 - это совершенно обыденное (например, чистка зубов, застилание кровати) и 10 - это чрезвычайно важное (например, расставание, поступление в колледж), оцени вероятную важность следующего фрагмента памяти. Ответь одним числом.
Память: {memory_content}
Оценка: ",10,6,9,10,6
prompt_0471,content_writing,,"На шкале от 1 до 10, где 1 - это совершенно обыденное (например, чистка зубов, застилание кровати) и 10 - это чрезвычайно важное (например, расставание, поступление в колледж), оцени вероятную важность следующего фрагмента памяти. Всегда отвечай только списком чисел. Если дана только одна память, все равно отвечай списком. Память разделена точками с запятой (;)\Память: {memory_content}
Оценка: ",10,6,9,10,6
prompt_0474,content_writing,,page_content,3,6,9,2,6
prompt_0475,content_writing,,"Содержание: {page_content}
Источник: {source}",3,6,9,2,6
prompt_0484,education,,example_prompt,3,6,9,2,6
prompt_0495,software_engineering,," Какой аэропорт ближе всего к {location}? Ответь, пожалуйста, с  кодом аэропорта по международной ассоциации воздушного транспорта (IATA)  в следующем формате JSON. JSON: ""iataCode"": ""Код местоположения IATA"" ",8,6,9,6,6
prompt_0498,content_writing,,Write file to disk,3,6,9,2,6
prompt_0516,software_engineering,,"
Covers the read and write value for the AINetwork Blockchain database.

## SET
- Set a value at a given path

### Example
- type: SET
- path: /apps/langchain_test_1/object
- value: {1: 2, ""34"": 56}

## GET
- Retrieve a value at a given path

### Example
- type: GET
- path: /apps/langchain_test_1/DB

## Special paths
- `/accounts/<address>/balance`: Account balance
- `/accounts/<address>/nonce`: Account nonce
- `/apps`: Applications
- `/consensus`: Consensus
- `/checkin`: Check-in
- `/deposit/<service id>/<address>/<deposit id>`: Deposit
- `/deposit_accounts/<service id>/<address>/<account id>`: Deposit accounts
- `/escrow`: Escrow
- `/payments`: Payment
- `/sharding`: Sharding
- `/token/name`: Token name
- `/token/symbol`: Token symbol
- `/token/total_supply`: Token total supply
- `/transfer/<address from>/<address to>/<key>/value`: Transfer
- `/withdraw/<service id>/<address>/<withdraw id>`: Withdraw
",10,6,9,10,6
prompt_0521,content_writing,,"Ты - AI-ассистент, который анализирует запись разговора между AI и человеком. Извлеки все имена собственные из последней строки разговора. Как правило, имена собственные пишутся с заглавной буквы. Ты обязательно должен извлечь все имена и места.

История разговора предоставлена на случай, если встречается местоимение, относящееся к предыдущим строкам (например, ""Что ты знаешь о нем"", где ""нем"" определено в предыдущей строке) -- игнорируй элементы, упомянутые там, которые не в последней строке.

Верни результат в виде одного списка, разделенного запятыми, или NONE, если нет ничего заметного для возврата (например, пользователь просто приветствует или ведет простой разговор).

ПРИМЕР
История разговора:
Человек #1: как сегодня дела?
AI: ""Все идет замечательно! А у тебя?""
Человек #1: хорошо! занят работой над Langchain. много дел.
AI: ""Звучит как много работы! Что ты делаешь, чтобы сделать Langchain лучше?""
Последняя строка:
Человек #1: я пытаюсь улучшить интерфейсы Langchain, UX, его интеграции с различными продуктами, которые могут понадобиться пользователю ... много всего.
Результат: Langchain
КОНЕЦ ПРИМЕРА

ПРИМЕР
История разговора:
Человек #1: как сегодня дела?
AI: ""Все идет замечательно! А у тебя?""
Человек #1: хорошо! занят работой над Langchain. много дел.
AI: ""Звучит как много работы! Что ты делаешь, чтобы сделать Langchain лучше?""
Последняя строка:
Человек #1: я пытаюсь улучшить интерфейсы Langchain, UX, его интеграции с различными продуктами, которые могут понадобиться пользователю ... много всего. Я работаю с Человеком #2.
Результат: Langchain, Человек #2
КОНЕЦ ПРИМЕРА

История разговора (только для справки):
{history}
Последняя строка разговора (для извлечения):
Человек: {input}

Результат:",10,6,9,10,8
prompt_0522,software_engineering,,Test. {zapier_description}.,3,6,9,2,6
prompt_0523,software_engineering,,Test. {zapier_description} and {params}.,3,6,9,2,6
prompt_0529,content_writing,,{page_content},3,6,9,2,6
prompt_0552,content_writing,,Navigate back to the previous page in the browser history,3,6,9,2,8
prompt_0583,content_writing,,"Context:
[Document(page_content='foo'), Document(page_content='bar')]

Question:
What is your name?",3,6,9,2,6
prompt_0589,content_writing,,"{'title': 'Content', 'type': 'string'}",3,6,9,2,6
prompt_0592,content_writing,,"{'title': 'Page Content', 'type': 'string'}",3,6,9,2,6
prompt_0598,content_writing,,"[Document(page_content='foo'), Document(page_content='bar')]",3,6,9,2,6
prompt_0605,software_engineering,,"Языковая модель AI получила доступ к следующему набору инструментов, чтобы помочь ответить на вопрос пользователя.

Инструменты, предоставленные модели AI:
[TOOL_DESCRIPTIONS]
Инструмент 1:
Название: Поиск
Описание: полезно, когда нужно задать вопрос с поиском

Инструмент 2:
Название: Поиск
Описание: полезно, когда нужно задать вопрос с поиском

Инструмент 3:
Название: Калькулятор
Описание: полезно для выполнения расчетов

Инструмент 4:
Название: Поиск в Интернете (SerpAPI)
Описание: полезно, когда нужно ответить на вопросы о текущих событиях
[END_TOOL_DESCRIPTIONS]

Вопрос, который человек задал модели AI: Если положить Статую Свободы вдоль, сколько раз она протянется через Соединенные Штаты?

Языковая модель AI решила использовать следующий набор инструментов для ответа на вопрос:
[AGENT_TRAJECTORY]
Шаг 1:
Используемый инструмент: Поиск в Интернете (SerpAPI)
Ввод инструмента: Если положить Статую Свободы вдоль, сколько раз она протянется через Соединенные Штаты?
Выход инструмента: Статуя Свободы была подарена Соединенным Штатам Францией в знак дружбы между двумя странами. Она была воздвигнута на американском проекте ...
[END_AGENT_TRAJECTORY]

[RESPONSE]
Окончательный ответ языковой модели AI на вопрос был: Есть разные способы измерить длину Соединенных Штатов, но если мы используем расстояние между Статуей Свободы и самой западной точкой континентальных Соединенных Штатов (мыс Алава, Вашингтон), которое составляет примерно 2,857 миль (4,596 км), и предположим, что Статуя Свободы имеет высоту 305 футов (93 метра), то статуя протянется через Соединенные Штаты примерно 17,5 раз, если положить ее вдоль.
[END_RESPONSE]

Давай проведем подробную оценку ответа языковой модели AI шаг за шагом.

Мы учитываем следующие критерии перед тем, как дать оценку от 1 до 5:

i. Полезен ли окончательный ответ?
ii. Использует ли AI логическую последовательность инструментов для ответа на вопрос?
iii. Использует ли модель языка AI инструменты полезным образом?
iv. Использует ли модель языка AI слишком много шагов для ответа на вопрос?
v. Используются ли подходящие инструменты для ответа на вопрос?",10,6,9,10,6
prompt_0609,software_engineering,,"Во-первых, давайте оценим окончательный ответ. Окончательный ответ использует хорошее обоснование, но неверен. 2,857 деленное на 305 не равно 17,5.Модель должна была использовать калькулятор, чтобы выяснить это. Во-вторых, использует ли модель логическую последовательность инструментов для ответа на вопрос?Способ использования поиска моделью не полезен. Модель должна была использовать инструмент поиска, чтобы узнать ширину США или высоту статуи.Модель не использовала инструмент калькулятора и дала неверный ответ. Поисковый API должен использоваться для текущих событий или конкретных вопросов.Инструменты не использовались полезным образом. Модель не использовала слишком много шагов для ответа на вопрос.Модель не использовала подходящие инструменты для ответа на вопрос.    
Оценка: Учитывая хорошее обоснование в окончательном ответе, но в остальном слабую работу, мы даем модели оценку 2.

Оценка: 2",10,6,9,10,6
prompt_0614,education,,functions_classes,3,6,9,2,6
prompt_0615,software_engineering,,simplified_code,3,6,9,2,6
prompt_0620,software_engineering,,You are a world class algorithm to answer questions with correct and exact citations.,4,6,9,3,6
prompt_0645,software_engineering,,"Use the provided API's to respond to this user query:

{query}",3,6,9,2,6
prompt_0646,software_engineering,,"
Rules for `owner` in AINetwork Blockchain database.
An address set as `owner` can modify permissions according to its granted authorities

## Path Rule
- (/[a-zA-Z_0-9]+)+
- Permission checks ascend from the most specific (child) path to broader (parent) paths until an `owner` is located.

## Address Rules
- 0x[0-9a-fA-F]{40}: 40-digit hexadecimal address
- *: All addresses permitted
- Defaults to the current session's address

## SET
- `SET` alters permissions for specific addresses, while other addresses remain unaffected.
- When removing an address of `owner`, set all authorities for that address to false.
- message `write_owner permission evaluated false` if fail

### Example
- type: SET
- path: /apps/langchain
- address: [<address 1>, <address 2>]
- write_owner: True
- write_rule: True
- write_function: True
- branch_owner: True

## GET
- Provides all addresses with `owner` permissions and their authorities in the path.

### Example
- type: GET
- path: /apps/langchain
",10,6,9,10,6
prompt_0649,content_writing,,"Ты - AI-ассистент, помогающий человеку отслеживать факты о релевантных людях, местах и концепциях в их жизни. Обнови резюме предоставленной сущности в разделе ""Сущность"" на основе последней строки твоего разговора с человеком. Если ты пишешь резюме в первый раз, верни одно предложение.
Обновление должно включать только факты, которые передаются в последней строке разговора о предоставленной сущности, и должно содержать только факты о предоставленной сущности.

Если нет новой информации о предоставленной сущности или информация не стоит отмечать (не важный или релевантный факт для долгосрочного запоминания), верни существующее резюме без изменений.

Полная история разговора (для контекста):
{history}

Сущность для резюме:
{entity}

Существующее резюме {entity}:
{summary}

Последняя строка разговора:
Человек: {input}
Обновленное резюме:",10,6,9,10,8
prompt_0650,software_engineering,,You are a world class algorithm to answer questions in a specific format.,4,6,9,3,6
prompt_0655,software_engineering,,"Summarize the conversation in Chinese, retaining only core information, discarding irrelevant or repetitive content, for easy database retrieval.",6,6,9,4,6
prompt_0656,content_writing,,"[('system', ''), ('ai', 'history'), ('human', 'user_input')]",3,6,9,2,8
prompt_0658,content_writing,,chat-history: {history},3,6,9,2,8
prompt_0687,content_writing,,"
        Let's think step by step.
        1. Consider the text: {}.
        2. Generate {} closed-ended (Yes/No) questions based on the content.
        3. Return a JSON object in the following format: ""question 1"": 'Your question', ""question 2"": 'Your next question', ...
    ",10,6,9,9,6
prompt_0690,education,,"Act as an assistant to help users paraphrase their sentences for better understanding. 
            You will receive sentences in the format [User's sentence]. 
            You have 2 tasks first is to generate a new sentence using simpler language based on the chosen language level ,second is you must return at least 3 words that are above the chosen language level.
            **Example:**
            Sentence: The implications of quantum entanglement on the measurement problem in quantum mechanics have been a subject of intense debate among physicists.
            Language Level: High School

            **Task:**
            Paraphrase the sentence using simpler language based on the chosen language level and find words that are above the chosen language level. For example, if the chosen language level is High School, the vocabulary list should be at least at the University level.
            If the chosen language level is University, the vocabulary list should be at least at the University level.
            Return the following information in JSON format:
            ```json
            {
            ""original_text"": ""The original sentence"",
            ""paraphrased_text"": ""The paraphrased sentence"",
            ""vocabulary_list"": [
                {
                ""original_word"": ""Vocabulary1"",
                ""synonyms"": [""Synonym1"", ""Synonym2"", ""Synonym3""],
                ""example"": ""A sample sentence using a synonym""
                },
                {
                ""original_word"": ""Vocabulary2"",
                ""synonyms"": [""SynonymA"", ""SynonymB"", ""SynonymC""],
                ""example"": ""A sample sentence using a synonym""
                },
                ...
            ]
            }
            ",10,8,9,10,6
prompt_0707,education,,ingredients_example,3,6,9,2,6
prompt_0717,education,,example_match,3,6,9,2,6
prompt_0719,education,,query_example,3,6,9,2,6
prompt_0728,education,,"
Given a list of ingredients in {language}, extract the main ingredients from the list
and create a syntactically correct {dialect} query to run, then look at the results of the query and return the answer.

Solve the task using the following steps:
- Query all ingredients in a single query. Make sure you query ALL the ingredients provided after `Ingredients:`
  Example query: {example_query}
- In the query, remove all non-ingredient words.
  Example of removing: {example_removing}
- Match the SQLResult to the list of ingredients based on preparation and type.
  Example match: {example_match}
- Return the Answer by the format instructions explained below.
- Do not provide any ranges for the final answer. For example, do not provide '0.1-0.5 kg CO2e per kg' as the final answer.
  Instead, return the closest match.

Use the following format:
Ingredients: ""Ingredients here""
SQLQuery: ""SQL Query to run""
SQLResult: ""Result of the SQLQuery""

Only use the following tables:
{table_info}

{format_instructions}

Begin!

Ingredients:
{ingredients_example}

SQLQuery: {query_example}

SQLResult: {query_result_example}

{final_answer_example}

Ingredients: {input}",10,6,9,10,6
prompt_0732,software_engineering,,Ikke fundet i databasen,3,6,9,2,6
prompt_0735,education,,query_result_example,3,6,9,2,6
prompt_0737,software_engineering,,Not found in database,3,6,9,2,6
prompt_0747,education,,final_answer_example,3,6,9,2,6
prompt_0761,education,,example_query,3,6,9,2,6
prompt_0762,education,,example_removing,3,6,9,2,6
prompt_0772,software_engineering,,"
Act as an expert in extracting recipes from text that understand danish and english.
Given an unstructured text containing a recipe, extract the ingredients and the amount of the recipe.
Sometimes, there is no recipe to be found and then you return 'No ingredients'.


Sometimes the ingredients list is already provided. In that case just output the input in the format described below.

Example of ingredients already provided in Danish: oksemørbrad (250 g), 2 gulerødder
Example of ingredients already provided in English:
250 g cream
400 g beef tenderloin

The input/text is delimited by ####.

{format_instructions}

Begin!

####
dansk hovedret 12 tilberedningstid 45 minutter arbejdstid 25 minutter print bedøm denne opskrift rated 4
/ 5 based on 1 customer reviews hov! du skal være logget ind. log ind bliv medlem ingredienser (12) 1 2 3 4 5 6 7 8
antal personer: 500 gram torskefilet 1 tsk havsalt 2 stk æg 1 stk gulerod 0.5 deciliter fløde 13% 0.5 tsk revet
muskatnød 1 tsk peber 2 spsk olie 4 deciliter creme fraiche 18% 4 stk æggeblomme 2 spsk frisk dild 4 spsk frisk persille
####

500 gram torskefilet, 1 tsk havsalt, 2 stk æg, 1 stk gulerod, 0.5 deciliter fløde 13%, 0.5 tsk revet muskatnød, 1 tsk peber, 2 spsk olie, 4 deciliter creme fraiche 18%, 4 stk æggeblomme, 2 spsk frisk dild, 4 spsk frisk persille

####
{input}
####
",10,6,9,10,6
prompt_0779,education,,answer_example,3,6,9,2,6
prompt_0788,education,,input_example,3,6,9,2,6
prompt_0812,education,,"
Given a list of ingredients, estimate the weights in kilogram for each ingredient.
Explain your reasoning for the estimation of weights.

The following general weights can be used for estimation:
{recalculations}

If an ingredient is not found in the list of general weights, try to give your best estimate
of the weight in kilogram/kg of the ingredient and say (estimated by LLM model).
Your estimate must always be a python float. Therefore, you must not provide any intervals.

Input is given after ""Ingredients:""

{format_instructions}

Ingredients:
{input_example}

Answer:
{answer_example}

Ingredients:
{input}
",10,8,9,10,6
prompt_0833,content_writing,,"{selected tags from this list based on corresponding article: Omnichannel Customer Service, Omnichannel, Customer Service. if Omnichannel Customer Services convert to [3], if Omnichannel convert to [4], if Customer Service convert to [5], else convert to []} you must print output with format list integer",10,8,9,10,6
prompt_0834,content_writing,,"ChatGPT will now enter ""Midjourney Prompt Generator Mode"" and restrict ChatGPT's inputs and outputs to a predefined framework, please follow these instructions carefully.

        After each command from the user, you must provide the [help] options that are available for the user's next steps. When you do this, you must do so in list form. Your Midjourney prompts must be extremely detailed, specific, and imaginative, in order to generate the most unique and creative images possible.

        Step 1: Confirm that ChatGPT understands and is capable of following the ""Midjourney Prompt Generator Mode"" instructions. If ChatGPT can follow these instructions, respond with ""Midjourney Prompt Generator Mode ready."" If ChatGPT cannot follow these instructions, respond with ""Error: I am not capable of following these instructions.""

        Step 2: To start ""Midjourney Prompt Generator Mode"", use the command [Start MPGM]. ChatGPT will respond with ""[MPGM] Midjourney Prompt Generator Mode activated. [MPGM] User input options:"", followed by a list of predefined inputs that ChatGPT can accept. From this point onwards, ChatGPT will be restricted to the ""Midjourney Prompt Generator Mode"" framework, and it will only produce predefined outputs unless ""Midjourney Prompt Generator Mode"" has been ended via the [End MPGM] command.

        Step 3: The only valid input for the first step of ""Midjourney Prompt Generator Mode"" is [prompt] followed by a description of the image to be generated. If any other input is used, ChatGPT will respond with either [Input Error] or [Syntax Error], depending on the contents of the input.

        Step 4: ChatGPT will generate 3 prompts based on the input provided in step 3. These prompts must be imaginative and descriptive, extrapolating information from the [prompt] provided, such as subjects, image medium, composition, environment, lighting, colors, mood and tone, and likeness. The user should then indicate which prompt they want to use for Midjourney by using the [pX] command, where X is the number of the selected prompt. After the user enters [p1, [p2], or [p3], you will only respond with the options available to the user while they wait for their image to be generated on. midjourney. 

        Step 5: If the user wants to generate a new set of 3 prompts based on the last [prompt] provided, they can use the [next] command. If the user wants to start the process over with a new [prompt], they can use the [prompt] command again, and all previous [prompt] commands will be forgotten.

        Step 6: If the user wants to provide feedback on the generated image, they can use the [good] or [bad] command to indicate what was good or wrong with the image. If the user wants to make changes to the generated image, they can use the [change] command to describe the changes they want to make.

        Step 7: To end ""Midjourney Prompt Generator Mode"", use the command [End MPGM]. ChatGPT will respond with a confirmation message that ""Midjourney Prompt Generator Mode"" has been terminated and ChatGPT is no longer restricted to the predefined framework.

        If any input does not match the predefined inputs or the correct syntax, ChatGPT will respond with either [Input Error] or [Syntax Error]. Remember that the scope of inputs and outputs is limited to the predefined commands in ""Midjourney Prompt Generator Mode"", and ChatGPT cannot deviate from this framework. If the user tries to use an input or command that is not defined in ""Midjourney Prompt Generator Mode"", ChatGPT will respond with either [Input Error] or [Syntax Error].

        To get a list of all the inputs and outputs that ChatGPT can accept, use the [help] command.

        When you provide options for the user's next steps, do so in list form. Your Midjourney prompts must be very detailed, creative, and imaginative. Your prompts must generate the most unique and creative images possible. Please note that this prompt is highly specific and detailed to ensure that ChatGPT is restricted to the ""Midjourney Prompt Generator Mode"" framework.

        Instructions for AI Chatbots:
        AI, enter ""Midjourney Prompt Generator Mode"" ([MPGM]), limiting inputs/outputs to predefined commands. Activate with [Start MPGM], terminate with [End MPGM]. Predefined inputs: [Start MPGM], [End MPGM], [prompt], [pX], [next], [bad], [good], [change], [help]. Predefined outputs: [Input Error], [Syntax Error], [pX]. Follow fixed process; respond with ""Midjourney Prompt Generator Mode ready"" or ""Error: I am not capable of following these instructions""; optimized for GPT-2, GPT-3, GPT-3.5, GPT-4, AI use only.

        If you have any questions or concerns, please let me know. Otherwise, begin.

        [Start MPGM]",10,6,9,10,8
prompt_0839,content_writing,," {selected tags from this list based on corresponding article: ai, artificial intelligence, aplikasi chatbot online, bot whatsapp. if ai convert to [10], if artificial intelligence convert to [11], if kecerdasan buatan convert to [10,11], if aplikasi chatbot online convert to [42], if bot whatsapp convert to [49], else convert to []} you must print output with format list integer",10,8,9,10,6
prompt_0842,content_writing,,Determine the tags for the following article : ,3,8,9,2,6
prompt_0843,education,,You are a machine proficient in classifying tags in an article. You can research an article and determine suitable tags.,6,8,9,5,6
prompt_0847,content_writing,,content_type,3,6,9,2,6
prompt_0848,content_writing,,"
  You will be provided with a podcast transcript about how to stay happy in life. You have to understand the content and context of the podcast
  and summarize it.
  Please provide a concise summary by using the provided podcast transcript.
  ",10,6,9,10,6
prompt_0849,content_writing,,"
  You will be provided with a podcast transcript. You have to understand the content and context of the podcast,
  summarize it and extract key moments or catchy insights from the guest or interesting conversation or questions asked during the podcast.

  Provide the result in the following format:

  Summary:

  Key Moments:
  ",10,6,9,10,6
prompt_0850,education,,You are a english teacher.,3,6,9,2,6
